,audio_path,text,sampling_rate,train_or_test
986,./audio/ch_lu_1052.wav,De Öpfel cha vellsitig igsetzt wärde.,16000,TRAIN
987,./audio/ch_lu_1092.wav,Dä bewerkt en Verchälbig zwösched em Estrich ond de keramische Bechleidig.,16000,TRAIN
988,./audio/ch_lu_1123.wav,"D Vera Brühne hed sech massiv i Wederspröch verwecklet ond au versuecht, Züge z bestäche.",16000,TRAIN
989,./audio/ch_lu_1126.wav,Die Männer betrachted d Fraue nor us de Perspektive vomene Tier.,16000,TRAIN
990,./audio/ch_lu_1132.wav,"Als Restliechtverstärcher hend sech wissi Lintüecher bewährt, wo ide Fallrechtig vode Aale usgleit wärded.",16000,TRAIN
991,./audio/ch_lu_1133.wav,"Es ged sogar Brecht, wo säged das sie mängisch id Biinlistöck ine gönd.",16000,TRAIN
992,./audio/ch_lu_1140.wav,"Nöt Nacht brengt en Störig do ond döt Räge, au am nöchste Morge chas vereinzlet Tropfe gäh.",16000,TRAIN
993,./audio/ch_lu_1154.wav,Ond am Wochenänd geds denn en Temperaturstorz.,16000,TRAIN
994,./audio/ch_lu_1227.wav,Nachem Januar chömed metem Februar ond März e chli wärmeri Ziite.,16000,TRAIN
995,./audio/ch_lu_1228.wav,De Arpil macht weder mol waser wett.,16000,TRAIN
996,./audio/ch_lu_1229.wav,Mai ond Juni wärded Rekordwarm ond au de Juli ned milder.,16000,TRAIN
997,./audio/ch_lu_1265.wav,Debie selled Chend met Migrationshendergrond ehri Muetersproch lehre.,16000,TRAIN
998,./audio/ch_lu_1276.wav,Dank em Streaming-Erfolg esch Schwiizerdütsch etzt trotzdem uf es par dütsche Radiosänder z ghöre.,16000,TRAIN
999,./audio/ch_lu_1319.wav,"S Königshuus hed aber bes höt en grosse Ifloss, au ide Politik.",16000,TRAIN
1000,./audio/ch_lu_1331.wav,"Well d SNB aber wett vermiide, dass sech de Franke gägenöber em Euro z starch ufwärtet, werd sie ehrei Zinse wahrschinlech ned vor de EZB ufetue.",16000,TRAIN
1001,./audio/ch_lu_1341.wav,Luut Brecht vode UNO hend vell Mönsche chum gnueg zom öberläbe.,16000,TRAIN
1002,./audio/ch_lu_1431.wav,"""So vell Kenianer läbed höt en Onzfredeheit, Hektik ond Durstress"", seit de Leiter vom Rehazentrum osserhalb vo Nairobi.",16000,TRAIN
1003,./audio/ch_lu_1436.wav,Zwoi Täg lang hend verarmti Argentinierinne ond Argentinier uf de Hauptverchersodere vo Buenos Aires campiert.,16000,TRAIN
1004,./audio/ch_lu_1456.wav,"De Marcon hed met de Reform vell zverlühre, aber au vell z gwönne.",16000,TRAIN
1005,./audio/ch_lu_1458.wav,Är esch uf Rom zoge ond hed döt em Fach Regie ade Nationale Schauspelschuel abgschlosse.,16000,TRAIN
1006,./audio/ch_lu_1520.wav,Wieso fended zwoituusigondachzäh ond zwoituusigondnünzäh emmer meh Stemmberächtigti dass d Politik d Sache nömme so rächt em Greff hed?,16000,TRAIN
1007,./audio/ch_lu_1524.wav,De füfefüfzg-Jöhrigi us Eich politisiert set vier Johr au em Nationalrot.,16000,TRAIN
1008,./audio/ch_lu_1526.wav,"Wie die Bootschaft be ehm acho esch, esch schwär z säge.",16000,TRAIN
1009,./audio/ch_lu_1529.wav,"De Hengartner folgt ufe Fritz Schiesser, wo Ändi April i Ruhestand trätte esch.",16000,TRAIN
1010,./audio/ch_lu_1574.wav,Si zeigt grosses Verständnis för de Ärger ide wiite Teil vode Bevölkerig.,16000,TRAIN
1011,./audio/ch_lu_1576.wav,Sie ändered d Berächnigsgrondlage för de Negativzens.,16000,TRAIN
1012,./audio/ch_lu_1605.wav,"D Frida Karlsson hed ade Siigerehrig am Zistig, no chli schüch, ehri ersti WM-Medallie ziegt.",16000,TRAIN
1013,./audio/ch_lu_1618.wav,Das Spel hemmer au ohni mech füf zo noll chönne gwönne ond das esch d Hauptsach.,16000,TRAIN
1014,./audio/ch_lu_1625.wav,Wer gwönnt d Goldmedallie ade WM?,16000,TRAIN
1015,./audio/ch_lu_1649.wav,S Wafferächt ide Schwiiz sett gänderet wärde.,16000,TRAIN
1016,./audio/ch_lu_1656.wav,"Basejumper hingäge gomped vo feste Objekt, wie zom Bispel Felskante oder Brogge ond gheied deför för e chorze Momänt em relativ riskante freie Fall.",16000,TRAIN
1017,./audio/ch_lu_1661.wav,Hesch körperlechi Beschwärde ond wörsch sie gärn met Yoga lendere?,16000,TRAIN
1018,./audio/ch_lu_1682.wav,D Schwiizer träffed em Final uf Rossland. Die hend d Slowakei em andere Halbfinal mit emene drü zo zwoi em Penaltyschiesse bezwonge.,16000,TRAIN
1019,./audio/ch_lu_1691.wav,Är chond vo obe ine.,16000,TRAIN
1020,./audio/ch_lu_1699.wav,Ech warte vorem Tor.,16000,TRAIN
1021,./audio/ch_lu_1702.wav,Mer wartet vergäblech ufne.,16000,TRAIN
1022,./audio/ch_lu_1717.wav,"Drei d Maschene schön vorsechtig, hed de Janson no gseit.",16000,TRAIN
1023,./audio/ch_lu_1731.wav,"Herr Ulrich, verzeihed sie, dass ech wederspreche, aber im ächte Läbe chan e fiese Treck mängisch zwösche Läbe ond Tod entscheide.",16000,TRAIN
1024,./audio/ch_lu_1732.wav,"Ech säg der jetzt, was du ztue hesch, ond du wedersprechsch ned ond machsch was ech säge.",16000,TRAIN
1025,./audio/ch_lu_1743.wav,"Ech ha mech dör d Registrierigsonderlage vode Ferma gschnoiggt, ond sie esch tatsächlech gmeinnötzig.",16000,TRAIN
1026,./audio/ch_lu_1756.wav,Es hed ems Härz zerresse.,16000,TRAIN
1027,./audio/ch_lu_1766.wav,Ech schletze der eifach d Töre vor d Nase zueh.,16000,TRAIN
1028,./audio/ch_lu_1768.wav,"Du schletzisch mer doch ned d Töre zue, oder?",16000,TRAIN
1029,./audio/ch_lu_1810.wav,Am Samstig esches hüüfig sonnig.,16000,TRAIN
1030,./audio/ch_lu_1819.wav,"Wie lang gohts ächt, bes s Gwetter diräkt öber de Wanderer esch?",16000,TRAIN
1031,./audio/ch_lu_1872.wav,"Am Sonntig hüfig sonnig, es paar Wolke.",16000,TRAIN
1032,./audio/ch_lu_1884.wav,Oberhalb vo achtzähondert Meter esch d Lofttemperatur de ganz Tag onder noll blebe.,16000,TRAIN
1033,./audio/ch_lu_1887.wav,Am Nomitag zemmlech schneebedeckt.,16000,TRAIN
1034,./audio/ch_lu_1932.wav,"S WEF ondersuecht d Bereich Wertschaft, Beldig, Politik ond Gsondheit.",16000,TRAIN
1035,./audio/ch_lu_1965.wav,Em Betreb machter s Powernap ufem betrebseigene WC.,16000,TRAIN
1036,./audio/ch_lu_2030.wav,"Chrankheite, Omwältkatastrophe, Honger.",16000,TRAIN
1037,./audio/ch_lu_2046.wav,"För das längeds, emene Smartphone azlüte.",16000,TRAIN
1038,./audio/ch_lu_2087.wav,Zor Ziit tested er met Forscher e chlini Solarstromalag Em Parsenngebiet oberhalb vo Davos.,16000,TRAIN
1039,./audio/ch_lu_2091.wav,Jetzt trainiert de zwoiedriisgjährig för de Cybathlon zwänzgzwänzg ade ETH Zöri.,16000,TRAIN
1040,./audio/ch_lu_2095.wav,Ab dem Johr gelted jetzt en neue Zielwärt vo nor no füfenünzg Gramm.,16000,TRAIN
1041,./audio/ch_lu_2097.wav,"Es send d Bärner Chraftwärch sälber gsi, wod Abschaltig beschlosse hend.",16000,TRAIN
1042,./audio/ch_lu_2106.wav,Eifach so loht sech aber das milliardetüüre Forschigszentrom ned omboue.,16000,TRAIN
1043,./audio/ch_lu_2111.wav,"D Software erkennt ade Stemm, öb öpper truurig oder hässig esch.",16000,TRAIN
1044,./audio/ch_lu_2115.wav,"Swisscom seg uf Kors, en Bevölkerigsabeckig vo nünzg Prozänt z erreiche.",16000,TRAIN
1045,./audio/ch_lu_2118.wav,Schlau dank Schwiizer Knowhow: Sprochassistäntin Siri.,16000,TRAIN
1046,./audio/ch_lu_2120.wav,"Dass no alli Drohne am Bode seged, bes di definitive Ergäbniss vode Ondersuechig vorlegged, seg en freiwelligi Vorsechtsmassnahm.",16000,TRAIN
1047,./audio/ch_lu_2122.wav,Anderi säged ehre d Kalaschnikow vode Loft.,16000,TRAIN
1048,./audio/ch_lu_2134.wav,De Fachchräftemangel beschäftigt d Schwiizer Wertschaft scho set Johre.,16000,TRAIN
1049,./audio/ch_lu_2135.wav,En Grabe zwösche Stadt ond Land gseht mer dorom em Aargau ned.,16000,TRAIN
1050,./audio/ch_lu_2141.wav,Beidimol hend d Täter mehreri zähtusig Franke igsackt.,16000,TRAIN
1051,./audio/ch_lu_2143.wav,De Berset het voremene Automatismus gwarnt.,16000,TRAIN
1052,./audio/ch_lu_2177.wav,"Ned nor Chend, sondern au Erwachsni hend d Masere öbercho.",16000,TRAIN
1053,./audio/ch_lu_2180.wav,D Abstemmig beiflosst de Alltag emmerno.,16000,TRAIN
1054,./audio/ch_lu_2198.wav,D Schwiizer Stüürbehörde hend Informatione zo rond zwoi komma vier Milione Finanzkonte öbercho.,16000,TRAIN
1055,./audio/ch_lu_2203.wav,Es goht om üsi Altstadt ond es sell Neus entstoh.,16000,TRAIN
1056,./audio/ch_lu_2205.wav,Osserdem seleds zom Teil au Operationssäl för ambulanti Iigreff ha.,16000,TRAIN
1057,./audio/ch_lu_2208.wav,"Es esch mer sehr peinlech gsi, alli hend mech agstarrt.",16000,TRAIN
1058,./audio/ch_lu_2233.wav,Vier grossi Schiinwärfer hend damals d Stross guet belüchtet.,16000,TRAIN
1059,./audio/ch_lu_2247.wav,Uf das abe hed d Aargauer Regierig alli Chlöster em Kanton ufghobe.,16000,TRAIN
1060,./audio/ch_lu_2252.wav,Am Wochenänd ässemer met de Familie usgebig Zmorge.,16000,TRAIN
1061,./audio/ch_lu_2255.wav,"Das cha ned sie, ehm esch nonie öppis usgläärt.",16000,TRAIN
1062,./audio/ch_lu_2265.wav,"Jo ech be mech gad am usruie, nach was gsehts de sösch us?",16000,TRAIN
1063,./audio/ch_lu_2282.wav,Anderersiits wärded au för de Iisatz als Server wiiteri Fonktione zor Verfüegig gstellt.,16000,TRAIN
1064,./audio/ch_lu_2285.wav,"Wäge dem Interässenskonflekt bescholdiged sie mech, interni Polizeiakte zo Gonste vo mim Mandant brucht zha.",16000,TRAIN
1065,./audio/ch_lu_2286.wav,"De hageri, schlanki Neumaier hed dör sini Rueh ond Öbersecht, sowie sis guete Stelligsspel öberzügt.",16000,TRAIN
1066,./audio/ch_lu_2301.wav,Döt hend d Demonstrande Barrikade ufbout ond Amtsgebäude demoliert.,16000,TRAIN
1067,./audio/ch_lu_2304.wav,Däne hend sie sech en neui Existänz mösse ufboue.,16000,TRAIN
1068,./audio/ch_lu_2326.wav,"Met emene Handy heder en imene Lastwage installierti Bombe zöndet, wo explodiert esch.",16000,TRAIN
1069,./audio/ch_lu_2328.wav,Di explodierendi Granate hed de Wal schneller töted.,16000,TRAIN
1070,./audio/ch_lu_2332.wav,Ech fette grad mini Velochetti ih.,16000,TRAIN
1071,./audio/ch_lu_2334.wav,Mer hend d Tüte festghebt.,16000,TRAIN
1072,./audio/ch_lu_2363.wav,Mer hed di stärbleche Öberrest vo sebe jonge Männer usgrabe.,16000,TRAIN
1073,./audio/ch_lu_2377.wav,"Nachdem er abegheit esch, heder sech s Bei broche.",16000,TRAIN
1074,./audio/ch_lu_2392.wav,Mer goht vo Huus zo Huus ond lütet ade Töre.,16000,TRAIN
1075,./audio/ch_lu_2397.wav,Güüss doch ned emmer grad.,16000,TRAIN
1076,./audio/ch_lu_2411.wav,"Ech has mega gärn, wenns so lislig rägnet.",16000,TRAIN
1077,./audio/ch_lu_2420.wav,Erst Johr spöter heder si ändlech losgloh.,16000,TRAIN
1078,./audio/ch_lu_2437.wav,Sie hed vode Praline gschnaust.,16000,TRAIN
1079,./audio/ch_lu_2463.wav,"Met emene klirrende Panzer esch de Ritter Snaugenhutt dör de flachi Zuelauf vomene montere Flössli, wo sie am Vorobig glageret hend, planscht.",16000,TRAIN
1080,./audio/ch_lu_2492.wav,Mini Kollege send de Bärg abegsecklet.,16000,TRAIN
1081,./audio/ch_lu_2493.wav,"Är hed schäwr gschnuuft, als wärer de Bärg ufe gsecklet.",16000,TRAIN
1082,./audio/ch_lu_2495.wav,Di ganz ziit seklisch omenand ond helfsch i anderne Lüt.,16000,TRAIN
1083,./audio/ch_lu_2500.wav,"Sie chönd gärn rauche, ech schmöcke das gärn, hed de Becker nochdänklech gseid.",16000,TRAIN
1084,./audio/ch_lu_2504.wav,"Är trenkt none Schlock Bier, görpst ond schöttlet de Chopf.",16000,TRAIN
1085,./audio/ch_lu_2526.wav,Grinsend heder uf di weichi Daunedecki gspienzlet.,16000,TRAIN
1086,./audio/ch_lu_2554.wav,Tüf onder sech heder e Mah ghört wo tüüf gschnarcht hed.,16000,TRAIN
1087,./audio/ch_lu_2567.wav,Uf Folg vo dem schrompft s Grasland vor ehrne Auge.,16000,TRAIN
1088,./audio/ch_lu_2572.wav,"Ned, wenn ech sie vorhär schöpfe.",16000,TRAIN
1089,./audio/ch_lu_2579.wav,"Är hed sini Hand usgstreckt, ond em Schiin vode Lampe hanech gseh, das zwoi vo sine Chnödli ufgschüfrt gsi send ond blüetet hend.",16000,TRAIN
1090,./audio/ch_lu_2585.wav,"Säg mer, was du gsehsch.",16000,TRAIN
1091,./audio/ch_lu_2590.wav,"D chend hend pressiert, om sim Befähl noche zcho.",16000,TRAIN
1092,./audio/ch_lu_2644.wav,"Sie hed ehn gliebt, das heder gspört.",16000,TRAIN
1093,./audio/ch_lu_2655.wav,"Ech lesme ehm en Schaal uf Wiehachte, so dasser be sine Huusbsüech schön warm hed.",16000,TRAIN
1094,./audio/ch_lu_2662.wav,"Sie hed es Lächle erzwonge ond hed Müeh gha, ruig z schnufe.",16000,TRAIN
1095,./audio/ch_lu_2683.wav,Är hed en Arm troffe.,16000,TRAIN
1096,./audio/ch_lu_2684.wav,Ech ha mine gägner am Cheni troffe.,16000,TRAIN
1097,./audio/ch_lu_2691.wav,"Är esch henderlestig ond guet, är trenkt sozsäge Millione.",16000,TRAIN
1098,./audio/ch_lu_2699.wav,Ech omarme dech fest.,16000,TRAIN
1099,./audio/ch_lu_2736.wav,Är hätti nie sini Tracht dräckig gmacht.,16000,TRAIN
1100,./audio/ch_lu_2739.wav,Ech hoffe das ech mini Ziit met der ned verschwände.,16000,TRAIN
1101,./audio/ch_lu_2741.wav,Är sälber hed kei Gedanke dra verschwändet.,16000,TRAIN
1102,./audio/ch_lu_2743.wav,"Ech verstoh gar ned, werom ehr üch so vell Sorge möched, mäldet sech de Pog vomene Dachbalke.",16000,TRAIN
1103,./audio/ch_sg_0021.wav,"Will sie vostönd, dass das dPosition vo de brasilianische Wirtschaft weltwiit schwäche wür.",16000,TRAIN
1104,./audio/ch_sg_0023.wav,dInvestitionschöschte beträged noch Schätzige vo de Branche zwüsched eis und drü Milliarde Franke.,16000,TRAIN
1105,./audio/ch_sg_0026.wav,"Je noch Kanton werded dLeistige vo de Seniore selber treit, wo imne andere Kanton dKrankekasse decket.",16000,TRAIN
1106,./audio/ch_sg_0058.wav,dRaupe ernähred sich hauptsächlich vo de Blätter vom Habichtchruut und em Löwezah.,16000,TRAIN
1107,./audio/ch_sg_0079.wav,Er het üs alli tüüscht.,16000,TRAIN
1108,./audio/ch_sg_0083.wav,de Jack nickt unterdesse de Dale zue.,16000,TRAIN
1109,./audio/ch_sg_0098.wav,"Im Flachland Hochnebel, wobi de chunt immer tüüfer abe.",16000,TRAIN
1110,./audio/ch_sg_0117.wav,"Will de Status de isch, dass de Ball bi de Schwiizer Fründe liit.",16000,TRAIN
1111,./audio/ch_sg_0123.wav,"Aber dErwartig isch, dass di digital Telefonie di glich Glaubwürdigkeit und vor allem Stabilität het wie di analog Telefonie.",16000,TRAIN
1112,./audio/ch_sg_0135.wav,I Binsdorf gits en Dorflade zur Grundversorgig sowie diversi Gaststätt.,16000,TRAIN
1113,./audio/ch_sg_0157.wav,"dBürger stönd etz vor de Frog, wem vo beidne si ghorche sötted.",16000,TRAIN
1114,./audio/ch_sg_0165.wav,De heer würd vomehrt au wieder Theme wie AHV und Krankekasseprämie uf di politisch Agenda setze.,16000,TRAIN
1115,./audio/ch_sg_0171.wav,"""Jetzt hani di, du alte Sünder!",16000,TRAIN
1116,./audio/ch_sg_0176.wav,"Die wird au im Lade vochauft, aber mitme entsprechende Hiiwis, will Rohmilch cha chrankheitserregendi Keim enthalte.",16000,TRAIN
1117,./audio/ch_sg_0178.wav,"Stangebohne hend e langi Tradition i de Schwiiz, will sie bringed uf relativ wenig Flächi vil Ertrag.",16000,TRAIN
1118,./audio/ch_sg_0185.wav,"Wiiter isch plant, i Zemmearbet mit andere Spitöler di postoperativi Nochsorg aazbüüte.",16000,TRAIN
1119,./audio/ch_sg_0195.wav,"dPlanig seg aber wege de Quarantäne komplex, seit de Lenz.",16000,TRAIN
1120,./audio/ch_sg_0196.wav,"Mir helfed üs gegesiitig, mir schaffed i Teams und mir sind flexibel.",16000,TRAIN
1121,./audio/ch_sg_0203.wav,"Gott, de Schöpfer, isch de Ursprung und de Erhalter vom ganze Kosmos.",16000,TRAIN
1122,./audio/ch_sg_0205.wav,Di vowendete System sind de soziale Software zuezrechne.,16000,TRAIN
1123,./audio/ch_sg_0219.wav,Si het sich dSeel vom Liib brüehlt.,16000,TRAIN
1124,./audio/ch_sg_0236.wav,"Grad im Früehlig, wenn dSunne intensiv strahlt, bestoht es erhöhts Lawinerisiko.",16000,TRAIN
1125,./audio/ch_sg_0240.wav,Hüt Nomi gits abwechsligswiis sunnigi Phase und dunkli Quellwolke.,16000,TRAIN
1126,./audio/ch_sg_0249.wav,I de letschtgnannte drü Länder isch dTeilnahm vo de Arbetslose allerdings freiwillig.,16000,TRAIN
1127,./audio/ch_sg_0254.wav,Die bruched viel Strom.,16000,TRAIN
1128,./audio/ch_sg_0255.wav,Wie sin Vorgänger wott au de Cortizo dBezüchige zu China votüüfe.,16000,TRAIN
1129,./audio/ch_sg_0262.wav,Sie alli interessiered sich für dGoogle Cloud.,16000,TRAIN
1130,./audio/ch_sg_0275.wav,Aktuell gits Bonbons vo zwölf voschidene Gschmacksrichtige.,16000,TRAIN
1131,./audio/ch_sg_0280.wav,Er het en gstreifte Bonbon ufme Holzstab für e Peseta vochauft.,16000,TRAIN
1132,./audio/ch_sg_0287.wav,Bsunders bedütend isch da bi purem Wiisbrot und Brötli.,16000,TRAIN
1133,./audio/ch_sg_0291.wav,De Poseidonios het uf em Zenon sini Kritik mitme ganze Buech gantwortet.,16000,TRAIN
1134,./audio/ch_sg_0294.wav,Noch em Haltepunkt Buseberg-Schindhard folgt e grösseri Rechtskurve; sTal wird döt zuenehmend breiter.,16000,TRAIN
1135,./audio/ch_sg_0303.wav,de Croissant het als ihre Instrukteur und Kurier fungiert.,16000,TRAIN
1136,./audio/ch_sg_0306.wav,Im Uftrag vom Klaus Croissant isch er im Stammheim-Prozess als Tontechniker tätig gsi.,16000,TRAIN
1137,./audio/ch_sg_0341.wav,De Matthias Brinkmann het dBiologie durchus komform mit de Rasselehr glehrt.,16000,TRAIN
1138,./audio/ch_sg_0345.wav,"I sinre Privatwohnig sind illegali Handzettel agfertigt worde, wo under gröschte Gfohr vobreitet worde sind.",16000,TRAIN
1139,./audio/ch_sg_0350.wav,"Um dBertie iifosüchtig zmache, loht sich dUschi ufs Agebot ii.",16000,TRAIN
1140,./audio/ch_sg_0360.wav,E Person isch nöd gfasst worde und gilt als voscholle.,16000,TRAIN
1141,./audio/ch_sg_0373.wav,"Weltmeischter isch Brasilie im Final geg Italie worde, wobi zum erschte mol Elfmeterschüsse dEntscheidig brocht het.",16000,TRAIN
1142,./audio/ch_sg_0394.wav,A ergiebige Nahrigsquelle chönd sich innerhalb vo wenige Täg einigi tusig Vögel sammle.,16000,TRAIN
1143,./audio/ch_sg_0396.wav,Spöter isch dErdbeeri sogar is Wappe ufgnoh worde.,16000,TRAIN
1144,./audio/ch_sg_0419.wav,Velo- und Wanderweg volaufed um de gsamti Stausee.,16000,TRAIN
1145,./audio/ch_sg_0453.wav,Zum Handwerch zehled bsunders de Holzbau und au Moler und Flieseleger.,16000,TRAIN
1146,./audio/ch_sg_0461.wav,"de Althaus un d Elert fordered i ihrem Guetachte, ""nödarischi"" Bewerber um e chirchliches Amt uuszschlüsse.",16000,TRAIN
1147,./audio/ch_sg_0474.wav,A Wuchetäg werded eher Zmorgeflöckli zum Zmorge serviert.,16000,TRAIN
1148,./audio/ch_sg_0480.wav,"Nöd de Sieg isch primär im Vordergrund gstande, sondern dSchönheit vom Fuessbal isch postuliert worde.",16000,TRAIN
1149,./audio/ch_sg_0510.wav,"De Staudamm sött i de Flussbügig ""Aicher Glenk"" entstoh.",16000,TRAIN
1150,./audio/ch_sg_0514.wav,"Di bisherig Geldschii sind nach wie vor gültig, werded aber nodisnoh iizoge.",16000,TRAIN
1151,./audio/ch_sg_0538.wav,De ehemolig Hotelier im Zentrum vom Impeachment-Sturm.,16000,TRAIN
1152,./audio/ch_sg_0542.wav,Nünzehsibenünzg isch de Chefartz vom Psychiatrische-Psychologische Dienst im Amt für Justizvollzug vom Kanton Züri.,16000,TRAIN
1153,./audio/ch_sg_0548.wav,dCharte werded im Stüürwettbewerb also neu gmischt.,16000,TRAIN
1154,./audio/ch_sg_0553.wav,Stimmt das?,16000,TRAIN
1155,./audio/ch_sg_0560.wav,"""Es heisst mobile Individualvochehr, es goht also um Individue"", seit de Burgener.",16000,TRAIN
1156,./audio/ch_sg_0563.wav,"De Fall Hauert isch nöd us heiterem Himmel passiert, er het vielmeh en Systemfehler offe gleit.",16000,TRAIN
1157,./audio/ch_sg_0577.wav,"dZiitig berüeft sich debii uf es Schriibe, wo en Chund vo de Bank end November becho het.",16000,TRAIN
1158,./audio/ch_sg_0584.wav,Oder isch das en Mythos?,16000,TRAIN
1159,./audio/ch_sg_0590.wav,Wa heisst extremi Armuet?,16000,TRAIN
1160,./audio/ch_sg_0618.wav,"Er isch gwählt worde, trotz de Defizit, wo ihm aglaschtet worde sind.",16000,TRAIN
1161,./audio/ch_sg_0642.wav,"De Wolf het sich dChleider vo de Grossmuetter azoge, ihri Huube ufgsetzt, sich is Bett gleit und ufs Rotchäppli gwarted.",16000,TRAIN
1162,./audio/ch_sg_0661.wav,De Jäger het sin Pelz abzoge und isch demit hei gange.,16000,TRAIN
1163,./audio/ch_sg_0672.wav,"sWarnschild ""Wildwechsel"" zeigt wenig Wirkig.",16000,TRAIN
1164,./audio/ch_sg_0673.wav,"De Voglich, dass Tuusigi Schöf dur Umfäll umchömed, hett de Ruppe ""pervers"" gnennt.",16000,TRAIN
1165,./audio/ch_sg_0693.wav,SGheimrezept: Wildblueme.,16000,TRAIN
1166,./audio/ch_sg_0718.wav,Aber Buure sind nöd Naturgärtner.,16000,TRAIN
1167,./audio/ch_sg_0744.wav,Die Arte sind gegenüber Trocheheit und Wärmi widerstandsfähiger.,16000,TRAIN
1168,./audio/ch_sg_0749.wav,"Und schliesslich chunnt sWasser zrugg, wo vo de neu belebte Böde wieder gspeicheret werde cha.",16000,TRAIN
1169,./audio/ch_sg_0768.wav,"Üsi Chüeh gend vill meh Milch als das, wone Chalb bruucht.",16000,TRAIN
1170,./audio/ch_sg_0772.wav,"Indem er Bäch staut, tritt sWasser über dUfer und überschwemmt sAckerland.",16000,TRAIN
1171,./audio/ch_sg_0773.wav,"Statt zsprütze, chömmer Unchrut au mit spezielle Hackmaschine entferne.",16000,TRAIN
1172,./audio/ch_sg_0833.wav,De Da Vinci het druus öpis Neus gformt.,16000,TRAIN
1173,./audio/ch_sg_0840.wav,Aber entspricht das gueti image vom Kondom au em Verhalte bim Sex?,16000,TRAIN
1174,./audio/ch_sg_0854.wav,De passionierti Hobby Biker het en johrelange Liidensweg hinder sich.,16000,TRAIN
1175,./audio/ch_sg_0856.wav,"Es wird klar, dass er bald nur no mit künstliche Beatmig wird lebe chöne.",16000,TRAIN
1176,./audio/ch_sg_0859.wav,"Wa bim Lache jedoch ganz gnau im Körper passiert, vostönd Forschendi no nöd.",16000,TRAIN
1177,./audio/ch_sg_0875.wav,"Um zvomide, dass vilicht einzelni Meldige oder Warnhiiwis im Gspröch mit de Patientinne versandet sind.",16000,TRAIN
1178,./audio/ch_sg_0882.wav,Für MRI Untersuechige wird meistens es Kontrastmittel gsprützt.,16000,TRAIN
1179,./audio/ch_sg_0905.wav,De Markt für Games isch inzwüsche grösser als de vo Musig und Film zemmegnoh.,16000,TRAIN
1180,./audio/ch_sg_0907.wav,Für Bluetooth-Chopfhörer en überus guete Wert.,16000,TRAIN
1181,./audio/ch_sg_0917.wav,Di erscht Sorg vo de Brite gilt aber de Queen Elizabeth.,16000,TRAIN
1182,./audio/ch_sg_0928.wav,Drüber dürft sich de Donald Trump massiv ärgere,16000,TRAIN
1183,./audio/ch_sg_0969.wav,Oft chönd dExperiment denn sogar nützlich sii.,16000,TRAIN
1184,./audio/ch_sg_0978.wav,Si ermöglicht usserdem e Vorhersag vom kommende Wetter.,16000,TRAIN
1185,./audio/ch_sg_1005.wav,Vor allem het er sich aber en Name als Spezialist für Neui Musig gmacht.,16000,TRAIN
1186,./audio/ch_sg_1009.wav,Di alt Tradition het im Sinn di böse Geister zvotribe.,16000,TRAIN
1187,./audio/ch_sg_1012.wav,Ab dem Ziitpunkt het dBevölkerig kontinuierlich abgnoh.,16000,TRAIN
1188,./audio/ch_sg_1016.wav,Noch zwei olympische Medaillie und zwei Weltmeistertitel het de Güldepfennig denn sini Laufbahn beendet.,16000,TRAIN
1189,./audio/ch_sg_1020.wav,Insgesamt sechs Amtsinhaber vo zwei parteie hend sither da Amt inne gha.,16000,TRAIN
1190,./audio/ch_sg_1025.wav,Drum sind di letzte Tracks nüme zum Remixe freigeh.,16000,TRAIN
1191,./audio/ch_sg_1029.wav,De Vorschlag isch vo de rumänische Elite unterstützt worde.,16000,TRAIN
1192,./audio/ch_sg_1032.wav,"Zuedem kooperiered Fachreferente für alli Fächer mit de Lehrstüehl, Institut, Fakultäte und Fachbibliotheke.",16000,TRAIN
1193,./audio/ch_sg_1047.wav,dFinanzierig vom Agebot erfolgt dur Sponsore und Bannerwerbig.,16000,TRAIN
1194,./audio/ch_sg_1058.wav,Zweitstärchschti Partei isch di Sozialdemokratisch Arbeiterpartei vo Dütschöstrich.,16000,TRAIN
1195,./audio/ch_sg_1076.wav,I dem Ziitrum het di französisch Regierig sini Uuswiisig erwirkt.,16000,TRAIN
1196,./audio/ch_sg_1077.wav,Es het möse über sini Uswiisig entschide werde und de Seifert dodezue aglost werde.,16000,TRAIN
1197,./audio/ch_sg_1082.wav,Sin Vater Daniel Schmelzer isch Bäcker und Bürger vo Scheibbs gsi.,16000,TRAIN
1198,./audio/ch_sg_1083.wav,Am Franz Bernhard sin Vater isch Bäckermeister gsi und Landwirt im Böhmerwald.,16000,TRAIN
1199,./audio/ch_sg_1134.wav,Zuedem gits döt au no Mischige mit Cola oder Zitronelimonade.,16000,TRAIN
1200,./audio/ch_sg_1136.wav,Professionelli Agenture schaffed hütsetags bi Bedarf immer no mit Papier und Bleistift.,16000,TRAIN
1201,./audio/ch_sg_1147.wav,En grosse Teil drum vo Mittel- und Südeuropa sunnigs und trochnigs Wetter.,16000,TRAIN
1202,./audio/ch_sg_1152.wav,"Im Moment erreicht üs e Front, sie bringt zum Teil e biz Rege i de Nacht und böigi Westwind.",16000,TRAIN
1203,./audio/ch_sg_1162.wav,Am Obig gits denn erschti nassi Schneeflocke im Flachland.,16000,TRAIN
1204,./audio/ch_sg_1167.wav,Döt gits am Mittwuch und Donnschtig insgesamt öpe zwanzg bis vierzg Zentimeter Neuschnee.,16000,TRAIN
